"","DOP","Chemical","Dosage","Group_ID","date","Endpoint","value","Plate_Type"
"1","2","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",92.5810810810811,"Twenty Four"
"2","5","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",51.5,"Twenty Four"
"3","7","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",90.7625,"Twenty Four"
"4","9","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",238.513513513514,"Twenty Four"
"5",NA,NA,NA,NA,NA,"SPB_Mean",NA,"Six"
"6","14","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",267.672131147541,"Twenty Four"
"7","16","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",419.463414634146,"Twenty Four"
"8","19","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",442.25,"Twenty Four"
"9","21","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",739.986111111111,"Twenty Four"
"10","23","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",773.548780487805,"Twenty Four"
"11","26","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",786.609523809524,"Twenty Four"
"12","28","Glyphosate","Control","1_T002604_2",2024223,"SPB_Mean",350.5,"Twenty Four"
"13","2","Glyphosate","1","1_T002604_3",2024223,"SPB_Mean",21.1477272727273,"Twenty Four"
"14","5","Glyphosate","1","1_T002604_3",2024223,"SPB_Mean",6.65734265734266,"Twenty Four"
"15","7","Glyphosate","1","1_T002604_3",2024223,"SPB_Mean",96.2871287128713,"Twenty Four"
"16","9","Glyphosate","1","1_T002604_3",2024223,"SPB_Mean",159.067796610169,"Twenty Four"
"17","14","Glyphosate","1","1_T002604_3",2024223,"SPB_Mean",266.052631578947,"Twenty Four"
"18","19","Glyphosate","1","1_T002604_3",2024223,"SPB_Mean",1818.96,"Twenty Four"
"19","21","Glyphosate","1","1_T002604_3",2024223,"SPB_Mean",1383.19047619048,"Twenty Four"
"20","23","Glyphosate","1","1_T002604_3",2024223,"SPB_Mean",1094.59649122807,"Twenty Four"
"21","26","Glyphosate","1","1_T002604_3",2024223,"SPB_Mean",920.271604938272,"Twenty Four"
"22","28","Glyphosate","1","1_T002604_3",2024223,"SPB_Mean",313.088709677419,"Twenty Four"
"23","2","Glyphosate","3","1_T002604_4",2024223,"SPB_Mean",64.9142857142857,"Twenty Four"
"24","5","Glyphosate","3","1_T002604_4",2024223,"SPB_Mean",13.4166666666667,"Twenty Four"
"25","7","Glyphosate","3","1_T002604_4",2024223,"SPB_Mean",245.21568627451,"Twenty Four"
"26","9","Glyphosate","3","1_T002604_4",2024223,"SPB_Mean",215.574468085106,"Twenty Four"
"27","14","Glyphosate","3","1_T002604_4",2024223,"SPB_Mean",882.8,"Twenty Four"
"28","19","Glyphosate","3","1_T002604_4",2024223,"SPB_Mean",2626.2962962963,"Twenty Four"
"29","21","Glyphosate","3","1_T002604_4",2024223,"SPB_Mean",1608,"Twenty Four"
"30","23","Glyphosate","3","1_T002604_4",2024223,"SPB_Mean",1540.06060606061,"Twenty Four"
"31","26","Glyphosate","3","1_T002604_4",2024223,"SPB_Mean",2094.54166666667,"Twenty Four"
"32","28","Glyphosate","3","1_T002604_4",2024223,"SPB_Mean",1469.89189189189,"Twenty Four"
"33","2","Glyphosate","10","1_T002604_5",2024223,"SPB_Mean",44.25,"Twenty Four"
"34","5","Glyphosate","10","1_T002604_5",2024223,"SPB_Mean",39.1375,"Twenty Four"
"35","7","Glyphosate","10","1_T002604_5",2024223,"SPB_Mean",94.2586206896552,"Twenty Four"
"36","9","Glyphosate","10","1_T002604_5",2024223,"SPB_Mean",101.309352517986,"Twenty Four"
"37","16","Glyphosate","10","1_T002604_5",2024223,"SPB_Mean",1063.6,"Twenty Four"
"38","19","Glyphosate","10","1_T002604_5",2024223,"SPB_Mean",1523,"Twenty Four"
"39","21","Glyphosate","10","1_T002604_5",2024223,"SPB_Mean",1714.24137931034,"Twenty Four"
"40","23","Glyphosate","10","1_T002604_5",2024223,"SPB_Mean",1886.05882352941,"Twenty Four"
"41","26","Glyphosate","10","1_T002604_5",2024223,"SPB_Mean",1775.35483870968,"Twenty Four"
"42","28","Glyphosate","10","1_T002604_5",2024223,"SPB_Mean",857.639344262295,"Twenty Four"
"43","2","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",98.2231404958678,"Twenty Four"
"44","5","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",71.7903225806452,"Twenty Four"
"45","7","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",654,"Twenty Four"
"46","9","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",1340.16666666667,"Twenty Four"
"47","12","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",1671.07407407407,"Twenty Four"
"48","14","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",1899.78260869565,"Twenty Four"
"49","16","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",2902.17391304348,"Twenty Four"
"50","19","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",4014.44,"Twenty Four"
"51","21","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",3547.60869565217,"Twenty Four"
"52","23","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",2174.5,"Twenty Four"
"53","26","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",3356.71428571429,"Twenty Four"
"54","28","Glyphosate","30","1_T002604_6",2024223,"SPB_Mean",1067.31914893617,"Twenty Four"
"55","2","Loperamide","1","1_T002604_7",2024223,"SPB_Mean",21.0923913043478,"Twenty Four"
"56","5","Loperamide","1","1_T002604_7",2024223,"SPB_Mean",1.59210526315789,"Twenty Four"
"57","7","Loperamide","1","1_T002604_7",2024223,"SPB_Mean",1.03703703703704,"Twenty Four"
"58","9","Loperamide","1","1_T002604_7",2024223,"SPB_Mean",1.1304347826087,"Twenty Four"
"59","12","Loperamide","1","1_T002604_7",2024223,"SPB_Mean",1.02777777777778,"Twenty Four"
"60","16","Loperamide","1","1_T002604_7",2024223,"SPB_Mean",1,"Twenty Four"
"61","19","Loperamide","1","1_T002604_7",2024223,"SPB_Mean",1,"Twenty Four"
"62","21","Loperamide","1","1_T002604_7",2024223,"SPB_Mean",1.41515151515152,"Twenty Four"
"63","23","Loperamide","1","1_T002604_7",2024223,"SPB_Mean",1.1858407079646,"Twenty Four"
"64","28","Loperamide","1","1_T002604_7",2024223,"SPB_Mean",33.2207357859532,"Twenty Four"
"65","2","Loperamide","Control","1_T002604_8",2024223,"SPB_Mean",41.8553191489362,"Twenty Four"
"66","7","Loperamide","Control","1_T002604_8",2024223,"SPB_Mean",12.0359281437126,"Twenty Four"
"67","12","Loperamide","Control","1_T002604_8",2024223,"SPB_Mean",45.4756097560976,"Twenty Four"
"68","14","Loperamide","Control","1_T002604_8",2024223,"SPB_Mean",206.555555555556,"Twenty Four"
"69","16","Loperamide","Control","1_T002604_8",2024223,"SPB_Mean",140.12,"Twenty Four"
"70","19","Loperamide","Control","1_T002604_8",2024223,"SPB_Mean",602.625,"Twenty Four"
"71","21","Loperamide","Control","1_T002604_8",2024223,"SPB_Mean",850.22,"Twenty Four"
"72","23","Loperamide","Control","1_T002604_8",2024223,"SPB_Mean",641.878787878788,"Twenty Four"
"73","28","Loperamide","Control","1_T002604_8",2024223,"SPB_Mean",75.6787148594377,"Twenty Four"
"74","2","Loperamide","3","1_T002604_9",2024223,"SPB_Mean",29.4779411764706,"Twenty Four"
"75","5","Loperamide","3","1_T002604_9",2024223,"SPB_Mean",1.17741935483871,"Twenty Four"
"76","28","Loperamide","3","1_T002604_9",2024223,"SPB_Mean",1.06666666666667,"Twenty Four"
"77","2","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",41.1023622047244,"Twenty Four"
"78","5","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",26.2777777777778,"Twenty Four"
"79","7","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",555.825,"Twenty Four"
"80","9","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",741.777777777778,"Twenty Four"
"81","14","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",601.328358208955,"Twenty Four"
"82","16","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",1355,"Twenty Four"
"83","19","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",2044.03225806452,"Twenty Four"
"84","21","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",1623.33333333333,"Twenty Four"
"85","23","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",1335.25,"Twenty Four"
"86","26","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",1278.075,"Twenty Four"
"87","28","Dieldrin","1","1_T002604_13",2024223,"SPB_Mean",247.387096774194,"Twenty Four"
"88","2","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",39.3862433862434,"Twenty Four"
"89","5","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",21.7731958762887,"Twenty Four"
"90","7","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",319.818181818182,"Twenty Four"
"91","9","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",341.951219512195,"Twenty Four"
"92","12","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",892.25,"Twenty Four"
"93","14","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",703.344827586207,"Twenty Four"
"94","16","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",1239.36363636364,"Twenty Four"
"95","19","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",1368.02564102564,"Twenty Four"
"96","21","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",1098.89189189189,"Twenty Four"
"97","23","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",1077.71428571429,"Twenty Four"
"98","26","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",867.555555555556,"Twenty Four"
"99","28","Dieldrin","Control","1_T002604_14",2024223,"SPB_Mean",192.230158730159,"Twenty Four"
"100","2","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",208.668965517241,"Twenty Four"
"101","5","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",77.7916666666667,"Twenty Four"
"102","7","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",131.438202247191,"Twenty Four"
"103","9","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",403.446808510638,"Twenty Four"
"104","12","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",698.125,"Twenty Four"
"105","14","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",828.72972972973,"Twenty Four"
"106","16","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",1229.5,"Twenty Four"
"107","19","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",1693.18181818182,"Twenty Four"
"108","21","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",1346.5,"Twenty Four"
"109","23","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",1047.13043478261,"Twenty Four"
"110","26","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",970.8625,"Twenty Four"
"111","28","Dieldrin","3","1_T002604_15",2024223,"SPB_Mean",220.397163120567,"Twenty Four"
"112","2","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",137.153846153846,"Twenty Four"
"113","5","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",140.647887323944,"Twenty Four"
"114","7","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",230.452631578947,"Twenty Four"
"115","9","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",333.470588235294,"Twenty Four"
"116","12","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",621.224137931035,"Twenty Four"
"117","14","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",198.951086956522,"Twenty Four"
"118","16","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",684.1875,"Twenty Four"
"119","19","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",959.152777777778,"Twenty Four"
"120","21","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",799.574712643678,"Twenty Four"
"121","23","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",772.271844660194,"Twenty Four"
"122","26","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",761.131578947368,"Twenty Four"
"123","28","Dieldrin","10","1_T002604_16",2024223,"SPB_Mean",324.527093596059,"Twenty Four"
"124","2","Dieldrin","30","1_T002604_17",2024223,"SPB_Mean",12.9623655913978,"Twenty Four"
"125","5","Dieldrin","30","1_T002604_17",2024223,"SPB_Mean",1.63285024154589,"Twenty Four"
"126","9","Dieldrin","30","1_T002604_17",2024223,"SPB_Mean",10.3157894736842,"Twenty Four"
"127","12","Dieldrin","30","1_T002604_17",2024223,"SPB_Mean",5.42481203007519,"Twenty Four"
"128","19","Dieldrin","30","1_T002604_17",2024223,"SPB_Mean",11.4217391304348,"Twenty Four"
"129","26","Dieldrin","30","1_T002604_17",2024223,"SPB_Mean",1.04054054054054,"Twenty Four"
"130","28","Dieldrin","30","1_T002604_17",2024223,"SPB_Mean",1.03703703703704,"Twenty Four"
"131","2","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",152.638743455497,"Twenty Four"
"132","5","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",4.10431654676259,"Twenty Four"
"133","7","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",4.05494505494505,"Twenty Four"
"134","9","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",4.13846153846154,"Twenty Four"
"135","12","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",3.83576642335766,"Twenty Four"
"136","14","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",13.28125,"Twenty Four"
"137","16","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",3.63445378151261,"Twenty Four"
"138","19","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",2.72363636363636,"Twenty Four"
"139","21","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",2.64705882352941,"Twenty Four"
"140","23","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",2.47887323943662,"Twenty Four"
"141","26","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",2.82022471910112,"Twenty Four"
"142","28","Dieldrin","100","1_T002604_18",2024223,"SPB_Mean",1.3936170212766,"Twenty Four"
"143","2","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",70.9506726457399,"Twenty Four"
"144","5","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",34.4496644295302,"Twenty Four"
"145","7","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",400.707142857143,"Twenty Four"
"146","9","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",393.347826086957,"Twenty Four"
"147","12","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",549.981132075472,"Twenty Four"
"148","14","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",732.728571428571,"Twenty Four"
"149","16","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",1020.75510204082,"Twenty Four"
"150","19","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",1055.02272727273,"Twenty Four"
"151","21","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",970.235294117647,"Twenty Four"
"152","23","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",936.243243243243,"Twenty Four"
"153","26","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",922.9,"Twenty Four"
"154","28","Deltamethrin","1","1_T002604_19",2024223,"SPB_Mean",332.666666666667,"Twenty Four"
"155","2","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",27.885593220339,"Twenty Four"
"156","5","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",37.28125,"Twenty Four"
"157","7","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",692.166666666667,"Twenty Four"
"158","9","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",1317.70588235294,"Twenty Four"
"159","12","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",1225.48837209302,"Twenty Four"
"160","14","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",1377.83870967742,"Twenty Four"
"161","16","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",1412.68421052632,"Twenty Four"
"162","19","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",2353.43243243243,"Twenty Four"
"163","21","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",2416.13793103448,"Twenty Four"
"164","26","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",1849.97222222222,"Twenty Four"
"165","28","Deltamethrin","Control","1_T002604_20",2024223,"SPB_Mean",776.189873417722,"Twenty Four"
"166","2","Deltamethrin","3","1_T002604_21",2024223,"SPB_Mean",119.951327433628,"Twenty Four"
"167","5","Deltamethrin","3","1_T002604_21",2024223,"SPB_Mean",37.1453744493392,"Twenty Four"
"168","7","Deltamethrin","3","1_T002604_21",2024223,"SPB_Mean",132.068421052632,"Twenty Four"
"169","9","Deltamethrin","3","1_T002604_21",2024223,"SPB_Mean",212.544910179641,"Twenty Four"
"170","12","Deltamethrin","3","1_T002604_21",2024223,"SPB_Mean",329.104,"Twenty Four"
"171","14","Deltamethrin","3","1_T002604_21",2024223,"SPB_Mean",556.873786407767,"Twenty Four"
"172","16","Deltamethrin","3","1_T002604_21",2024223,"SPB_Mean",923.75,"Twenty Four"
"173","19","Deltamethrin","3","1_T002604_21",2024223,"SPB_Mean",932.239130434783,"Twenty Four"
"174","21","Deltamethrin","3","1_T002604_21",2024223,"SPB_Mean",1051.58139534884,"Twenty Four"
"175","28","Deltamethrin","3","1_T002604_21",2024223,"SPB_Mean",473.873563218391,"Twenty Four"
"176","2","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",63.5833333333333,"Twenty Four"
"177","7","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",46.1239669421488,"Twenty Four"
"178","9","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",72.9,"Twenty Four"
"179","12","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",71.8716814159292,"Twenty Four"
"180","14","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",44.073275862069,"Twenty Four"
"181","16","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",136.228395061728,"Twenty Four"
"182","19","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",98,"Twenty Four"
"183","21","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",66.6703910614525,"Twenty Four"
"184","23","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",90.3033707865169,"Twenty Four"
"185","26","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",79.5934065934066,"Twenty Four"
"186","28","Deltamethrin","10","1_T002604_22",2024223,"SPB_Mean",85.0120967741936,"Twenty Four"
"187","2","Deltamethrin","30","1_T002604_23",2024223,"SPB_Mean",34.411214953271,"Twenty Four"
"188","5","Deltamethrin","30","1_T002604_23",2024223,"SPB_Mean",2.57142857142857,"Twenty Four"
"189","9","Deltamethrin","30","1_T002604_23",2024223,"SPB_Mean",2.19330855018587,"Twenty Four"
"190","12","Deltamethrin","30","1_T002604_23",2024223,"SPB_Mean",6.31003039513678,"Twenty Four"
"191","14","Deltamethrin","30","1_T002604_23",2024223,"SPB_Mean",4.12383900928793,"Twenty Four"
"192","16","Deltamethrin","30","1_T002604_23",2024223,"SPB_Mean",5.4983606557377,"Twenty Four"
"193","21","Deltamethrin","30","1_T002604_23",2024223,"SPB_Mean",1.36643835616438,"Twenty Four"
"194","2","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",108.764705882353,"Twenty Four"
"195","5","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",3.17343173431734,"Twenty Four"
"196","7","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",2.69201520912548,"Twenty Four"
"197","9","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",2.71255060728745,"Twenty Four"
"198","12","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",2.58606557377049,"Twenty Four"
"199","14","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",2.55737704918033,"Twenty Four"
"200","16","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",2.428,"Twenty Four"
"201","19","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",2.45049504950495,"Twenty Four"
"202","21","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",2.39351851851852,"Twenty Four"
"203","23","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",2.30143540669856,"Twenty Four"
"204","26","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",2.32631578947368,"Twenty Four"
"205","28","Deltamethrin","100","1_T002604_24",2024223,"SPB_Mean",1.02380952380952,"Twenty Four"
"206","2","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",88.8842975206612,"Twenty Four"
"207","5","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",358.067796610169,"Twenty Four"
"208","7","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",902.642857142857,"Twenty Four"
"209","9","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",1318.36666666667,"Twenty Four"
"210","12","Dieldrin","1","1_T002516_1",2024223,"SPB_Mean",1732.40625,"Twenty Four"
"211","14","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",1900.96428571429,"Twenty Four"
"212","16","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",1796.93103448276,"Twenty Four"
"213","19","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",2504,"Twenty Four"
"214","21","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",2282.26470588235,"Twenty Four"
"215","23","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",1752.16216216216,"Twenty Four"
"216","26","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",1265.35,"Twenty Four"
"217","28","Dieldrin","1","1_T002516_1",2024224,"SPB_Mean",164.778625954198,"Twenty Four"
"218","2","Dieldrin","Control","1_T002516_2",2024224,"SPB_Mean",71.4132231404959,"Twenty Four"
"219","5","Dieldrin","Control","1_T002516_2",2024224,"SPB_Mean",977.672727272727,"Twenty Four"
"220","9","Dieldrin","Control","1_T002516_2",2024224,"SPB_Mean",545.714285714286,"Twenty Four"
"221","12","Dieldrin","Control","1_T002516_2",2024224,"SPB_Mean",916.15625,"Twenty Four"
"222","14","Dieldrin","Control","1_T002516_2",2024224,"SPB_Mean",1096.60606060606,"Twenty Four"
"223","16","Dieldrin","Control","1_T002516_2",2024224,"SPB_Mean",1325.39024390244,"Twenty Four"
"224","19","Dieldrin","Control","1_T002516_2",2024224,"SPB_Mean",1570.5,"Twenty Four"
"225","21","Dieldrin","Control","1_T002516_2",2024224,"SPB_Mean",1589.83673469388,"Twenty Four"
"226","26","Dieldrin","Control","1_T002516_2",2024224,"SPB_Mean",1045.09302325581,"Twenty Four"
"227","28","Dieldrin","Control","1_T002516_2",2024224,"SPB_Mean",165.603448275862,"Twenty Four"
"228","2","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",109.308108108108,"Twenty Four"
"229","5","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",915.549019607843,"Twenty Four"
"230","7","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",335.481132075472,"Twenty Four"
"231","9","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",482.577777777778,"Twenty Four"
"232","12","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",536.560975609756,"Twenty Four"
"233","14","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",340.011363636364,"Twenty Four"
"234","16","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",584.125,"Twenty Four"
"235","19","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",763.869565217391,"Twenty Four"
"236","21","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",406.868421052632,"Twenty Four"
"237","23","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",541.380952380952,"Twenty Four"
"238","26","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",245.557971014493,"Twenty Four"
"239","28","Dieldrin","3","1_T002516_3",2024224,"SPB_Mean",77.8242677824268,"Twenty Four"
"240","2","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",40.6194029850746,"Twenty Four"
"241","5","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",606.333333333333,"Twenty Four"
"242","7","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",309.267326732673,"Twenty Four"
"243","9","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",369.095890410959,"Twenty Four"
"244","12","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",564.463768115942,"Twenty Four"
"245","14","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",370.5,"Twenty Four"
"246","16","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",689.929411764706,"Twenty Four"
"247","19","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",657.022222222222,"Twenty Four"
"248","21","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",500.475862068966,"Twenty Four"
"249","23","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",344.704545454545,"Twenty Four"
"250","26","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",146.703125,"Twenty Four"
"251","28","Dieldrin","10","1_T002516_4",2024224,"SPB_Mean",28.8464566929134,"Twenty Four"
"252","2","Dieldrin","30","1_T002516_5",2024224,"SPB_Mean",84.570796460177,"Twenty Four"
"253","5","Dieldrin","30","1_T002516_5",2024224,"SPB_Mean",125.373493975904,"Twenty Four"
"254","7","Dieldrin","30","1_T002516_5",2024223,"SPB_Mean",12.3285714285714,"Twenty Four"
"255","9","Dieldrin","30","1_T002516_5",2024224,"SPB_Mean",7.21985815602837,"Twenty Four"
"256","12","Dieldrin","30","1_T002516_5",2024224,"SPB_Mean",18.4125560538117,"Twenty Four"
"257","19","Dieldrin","30","1_T002516_5",2024224,"SPB_Mean",1.00294985250737,"Twenty Four"
"258","2","Dieldrin","100","1_T002516_6",2024224,"SPB_Mean",66.380487804878,"Twenty Four"
"259","2","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",83.9786324786325,"Twenty Four"
"260","5","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",222.546875,"Twenty Four"
"261","7","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",267.251461988304,"Twenty Four"
"262","9","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",260.745341614907,"Twenty Four"
"263","12","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",495.082089552239,"Twenty Four"
"264","14","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",492.603773584906,"Twenty Four"
"265","16","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",547.450980392157,"Twenty Four"
"266","19","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",622.363636363636,"Twenty Four"
"267","21","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",640.879310344828,"Twenty Four"
"268","23","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",682.711111111111,"Twenty Four"
"269","26","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",745.166666666667,"Twenty Four"
"270","28","Deltamethrin","1","1_T002516_7",2024224,"SPB_Mean",340.691176470588,"Twenty Four"
"271","2","Deltamethrin","Control","1_T002516_8",2024224,"SPB_Mean",15.1747572815534,"Twenty Four"
