date,Plate.SN,well,DIV,treatment,dose,units,file.name,meanfiringrate,burst.per.min,mean.isis,per.spikes.in.burst,mean.dur,mean.IBIs,nAE,nABE,ns.n,ns.peak.m,ns.durn.m,ns.percent.of.spikes.in.ns,ns.mean.insis,ns.durn.sd,ns.mean.spikes.in.ns,r,mi,wllq,wllq_notes
20141112,MW1041-28,B2,12,Bisphenol A,0.03,uM,ON_20141112_MW1041-28_12_00_001.h5,1.255072457,4.6275,0.020854042,75.283,0.22575,20.9245,16,16,143,12.93706294,0.14159464,33.95673104,6.179929577,0.050425523,42.91608392,0.348628583,0.012299349,1,
20141112,MW1041-28,B2,5,Bisphenol A,0.03,uM,ON_20141112_MW1041-28_05_00_001.h5,0.362560454,0.552,0.031155014,33.49233333,0.291333333,56.56833333,10,3,15,9.333333333,0.150876984,8.308952604,60.83571429,0.044306331,18.93333333,0.073608756,0.000244127,1,
20141112,MW1041-28,B2,7,Bisphenol A,0.03,uM,ON_20141112_MW1041-28_07_00_001.h5,0.857918192,2.50125,0.033744921,74.4424,0.3892,27.70766667,16,15,26,15.61538462,0.218495393,16.94188117,34.284,0.027563307,80.5,0.261035008,0.005227607,1,
20141112,MW1041-28,B2,9,Bisphenol A,0.03,uM,ON_20141112_MW1041-28_09_00_001.h5,1.738264507,3.9,0.027651128,70.4825625,0.46325,18.17375,16,16,215,10.58139535,0.110366912,22.20446646,4.146028037,0.090098326,25.85116279,0.334529856,0.012608857,1,
20141112,MW1041-28,B3,12,Bisphenol A,0.1,uM,ON_20141112_MW1041-28_12_00_001.h5,1.31791983,3.8475,0.013361745,93.2036875,0.232,16.738875,16,16,75,14.64,0.17771461,29.27073453,11.5777027,0.046497428,74.06666667,0.543390605,0.018433837,1,
20141112,MW1041-28,B3,5,Bisphenol A,0.1,uM,ON_20141112_MW1041-28_05_00_001.h5,0.539665411,1.435384615,0.051627224,45.391125,0.39975,68.446,13,8,17,10.52941176,0.159191176,5.020459553,53.946875,0.039117147,18.76470588,0.066308536,0.00019889,1,
20141112,MW1041-28,B3,7,Bisphenol A,0.1,uM,ON_20141112_MW1041-28_07_00_001.h5,0.859168194,2.31,0.026543684,79.0768,0.386666667,30.73326667,16,15,25,15.76,0.224047294,16.50501132,35.32083333,0.017999135,81.68,0.320737607,0.006685389,1,
20141112,MW1041-28,B3,9,Bisphenol A,0.1,uM,ON_20141112_MW1041-28_09_00_001.h5,2.133264647,4.485,0.020926045,81.4521875,0.45925,14.622625,16,16,228,12.14473684,0.137274728,21.8073505,3.874008811,0.111858509,29.38157895,0.452156197,0.021018824,1,
20141112,MW1041-28,B4,12,Bisphenol A,0.3,uM,ON_20141112_MW1041-28_12_00_001.h5,1.778476491,5.565,0.023132028,82.708625,0.3230625,14.1398125,16,16,141,12.09929078,0.181958012,23.70167903,6.204285714,0.071004216,43.04964539,0.331470481,0.012750614,1,
20141112,MW1041-28,B4,5,Bisphenol A,0.3,uM,ON_20141112_MW1041-28_05_00_001.h5,0.478895359,0.872727273,0.05177332,36.97875,0.309,66.074875,11,8,15,9.666666667,0.149701058,4.770794441,56.65714286,0.040611195,15.33333333,0.041002819,7.64E-05,1,
20141112,MW1041-28,B4,7,Bisphenol A,0.3,uM,ON_20141112_MW1041-28_07_00_001.h5,0.672075269,2.028,0.026501283,70.6092,0.313933333,32.37066667,15,15,32,15.3125,0.203509115,22.9689727,27.91612903,0.033351331,65.46875,0.295610914,0.005344176,1,
20141112,MW1041-28,B4,9,Bisphenol A,0.3,uM,ON_20141112_MW1041-28_09_00_001.h5,1.819375647,4.59375,0.027566277,81.4369375,0.47725,15.1114375,16,16,112,11.21428571,0.186429634,14.76392229,8.004954955,0.123347309,34.53571429,0.359395256,0.013339326,1,
20141112,MW1041-28,B5,12,Bisphenol A,1,uM,ON_20141112_MW1041-28_12_00_001.h5,1.51430919,3.91125,0.012983256,97.6228125,0.2861875,14.907625,16,16,64,15.703125,0.205511092,25.50215537,12.95238095,0.043125829,86.890625,0.625989543,0.022941582,1,
20141112,MW1041-28,B5,5,Bisphenol A,1,uM,ON_20141112_MW1041-28_05_00_001.h5,0.633480781,2.1225,0.065275527,57.58314286,0.509,42.08414286,8,7,12,10.83333333,0.18469246,3.973646284,76.13636364,0.045959094,16.08333333,0.075665048,7.73E-05,1,
20141112,MW1041-28,B5,7,Bisphenol A,1,uM,ON_20141112_MW1041-28_07_00_001.h5,1.052571316,2.74875,0.027052302,78.03993333,0.4174,23.56373333,16,15,31,15.51612903,0.258824108,16.76453124,28.79666667,0.055477998,81.96774194,0.301380916,0.007547704,1,
20141112,MW1041-28,B5,9,Bisphenol A,1,uM,ON_20141112_MW1041-28_09_00_001.h5,1.820833981,4.0575,0.016018132,82.7234375,0.3466875,18.5939375,16,16,150,11.50666667,0.15584231,18.798627,5.939597315,0.104678411,32.86,0.438326831,0.017194478,1,
20141112,MW1041-28,B6,12,Bisphenol A,3,uM,ON_20141112_MW1041-28_12_00_001.h5,0.924446663,2.86125,0.017696162,88.77525,0.2608125,24.1140625,16,16,72,12.65277778,0.188248264,28.50060096,12.08591549,0.076688103,52.69444444,0.431744532,0.011320588,1,
20141112,MW1041-28,B6,5,Bisphenol A,3,uM,ON_20141112_MW1041-28_05_00_001.h5,0.298522552,0.52,0.057741326,42.892,0.323,66.726,6,3,8,10.625,0.100239335,4.994742376,104.4642857,0.019259269,11.875,0.040993881,3.50E-05,1,
20141112,MW1041-28,B6,7,Bisphenol A,3,uM,ON_20141112_MW1041-28_07_00_001.h5,0.660001173,1.868,0.032426214,63.94307143,0.368142857,40.48871429,15,14,20,15.65,0.186438763,17.0314943,46.35263158,0.029732623,76.25,0.241080521,0.003612894,1,
20141112,MW1041-28,B6,9,Bisphenol A,3,uM,ON_20141112_MW1041-28_09_00_001.h5,1.790070081,3.4875,0.019970315,74.6016875,0.436,20.6465,16,16,196,11.33163265,0.12498905,22.76447996,4.461538462,0.092049937,29.93877551,0.405082452,0.016616751,1,
20141112,MW1041-28,B7,12,Bisphenol A,10,uM,ON_20141112_MW1041-28_12_00_001.h5,0.609779241,2.28,0.025757036,79.0042,0.289,29.5916,15,15,70,11.12857143,0.161845522,26.74320242,12.53985507,0.075177155,31.61428571,0.320361945,0.006281851,1,
20141112,MW1041-28,B7,5,Bisphenol A,10,uM,ON_20141112_MW1041-28_05_00_001.h5,0.250892279,0.336,0.049394043,80.882,0.29,59.555,5,1,0,NA,NA,0,NA,NA,NA,0.027240651,1.37E-05,1,
20141112,MW1041-28,B7,7,Bisphenol A,10,uM,ON_20141112_MW1041-28_07_00_001.h5,0.366768329,1.352727273,0.040544344,64.36455556,0.328,43.20488889,11,9,22,12.59090909,0.136840811,18.51464435,41.12857143,0.021783416,32.18181818,0.185418256,0.001922288,1,
20141112,MW1041-28,B7,9,Bisphenol A,10,uM,ON_20141112_MW1041-28_09_00_001.h5,1.177778197,3.172,0.027511013,75.65813333,0.417866667,22.7346,15,15,176,9.835227273,0.115322303,27.11047094,5.046,0.07451056,24.59659091,0.331314158,0.009057978,1,
20141112,MW1041-28,B8,12,Bisphenol A,30,uM,ON_20141112_MW1041-28_12_00_001.h5,0.791807456,2.6175,0.030571456,52.72725,0.2378125,30.0178125,16,16,179,10.48603352,0.092020466,40.08945799,4.948033708,0.032470481,25.53631285,0.292372906,0.007040998,1,
20141112,MW1041-28,B8,5,Bisphenol A,30,uM,ON_20141112_MW1041-28_05_00_001.h5,0.253892319,0.33,0.101525,17.576,0.487,97.839,2,1,0,NA,NA,0,NA,NA,NA,-0.002280476,0,1,
20141112,MW1041-28,B8,7,Bisphenol A,30,uM,ON_20141112_MW1041-28_07_00_001.h5,0.248055997,0.385,0.087541502,38.59125,0.41725,58.501,12,4,23,10.82608696,0.092638967,12.42015614,37.50227273,0.021030263,15.2173913,0.084950117,0,1,
20141112,MW1041-28,B8,9,Bisphenol A,30,uM,ON_20141112_MW1041-28_09_00_001.h5,0.61674096,2.172,0.03882303,68.74586667,0.378466667,34.10186667,15,15,42,11.9047619,0.136902973,16.16438356,21.17926829,0.063568511,32.30952381,0.224402644,0.003318648,1,
20141112,MW1041-28,C1,12,Cocaine,0,uM,ON_20141112_MW1041-28_12_00_001.h5,2.852229068,8.33625,0.016267496,81.6474375,0.2456875,8.3021875,16,16,241,15.06639004,0.131726051,39.47701597,3.683125,0.068551751,67.2780083,0.540403834,0.032846235,1,
20141112,MW1041-28,C1,5,Cocaine,0,uM,ON_20141112_MW1041-28_05_00_001.h5,0.845971026,1.647272727,0.077440452,41.20925,0.50425,40.91975,11,8,9,7.777777778,0.224351852,1.198308271,100.70625,0.087268322,11.33333333,0.02079141,9.19E-05,1,
20141112,MW1041-28,C1,7,Cocaine,0,uM,ON_20141112_MW1041-28_07_00_001.h5,1.245766104,2.895,0.035767826,78.3334375,0.607125,22.967,16,16,30,15.46666667,0.284492725,14.60505045,29.57413793,0.04340238,87.33333333,0.267648053,0.007596569,1,
20141112,MW1041-28,C1,9,Cocaine,0,uM,ON_20141112_MW1041-28_09_00_001.h5,2.605000926,4.9875,0.022626481,81.8795625,0.5465625,14.8020625,16,16,291,10.90721649,0.135733101,21.73970996,3.057413793,0.123536739,28.02405498,0.400999859,0.021396513,1,
20141112,MW1041-28,C2,12,Cocaine,0.03,uM,ON_20141112_MW1041-28_12_00_001.h5,0.989377375,3.01125,0.017631858,85.5065625,0.2680625,21.917125,16,16,89,12.2247191,0.177223493,25.87913245,9.994318182,0.076306854,41.42696629,0.421023245,0.01132326,1,
20141112,MW1041-28,C2,5,Cocaine,0.03,uM,ON_20141112_MW1041-28_05_00_001.h5,0.955383279,0.98,0.06592619,21.65733333,0.624333333,50.76133333,6,3,13,9.307692308,0.138610348,3.279896812,66.6625,0.039487265,13.69230769,0.04078723,0.000105897,1,
20141112,MW1041-28,C2,7,Cocaine,0.03,uM,ON_20141112_MW1041-28_07_00_001.h5,0.850765401,2.265,0.036134594,61.79953333,0.360466667,45.65913333,16,15,19,15.78947368,0.188744158,10.75014285,48.77222222,0.033066754,69.31578947,0.210092253,0.003291728,1,
20141112,MW1041-28,C2,9,Cocaine,0.03,uM,ON_20141112_MW1041-28_09_00_001.h5,1.909167345,4.57875,0.027244831,77.8451875,0.503375,15.66225,16,16,229,11.930131,0.136514273,22.26102139,3.869298246,0.103942597,26.72489083,0.347215511,0.014428743,1,
20141112,MW1041-28,C3,12,Cocaine,0.1,uM,ON_20141112_MW1041-28_12_00_001.h5,2.759173289,8.1225,0.026457578,87.317,0.4120625,9.3830625,16,16,156,13.87179487,0.249071247,21.25994161,5.685483871,0.087013467,54.1474359,0.35568817,0.018914027,1,
20141112,MW1041-28,C3,5,Cocaine,0.1,uM,ON_20141112_MW1041-28_05_00_001.h5,0.345816638,0.867692308,0.045586294,57.07233333,0.422833333,43.69283333,13,6,13,9.769230769,0.168049451,4.550985641,69.95416667,0.049201744,14.38461538,0.050952448,0.000105904,1,
20141112,MW1041-28,C3,7,Cocaine,0.1,uM,ON_20141112_MW1041-28_07_00_001.h5,1.250488334,3.37125,0.042907723,73.34233333,0.5738,21.88786667,16,15,43,12.34883721,0.20177464,13.08935414,20.61071429,0.096235654,54.81395349,0.254311515,0.006306174,1,
20141112,MW1041-28,C3,9,Cocaine,0.1,uM,ON_20141112_MW1041-28_09_00_001.h5,1.837014542,3.47625,0.019386716,76.9736875,0.4651875,21.275625,16,16,227,10.69603524,0.120830878,24.8629645,3.899336283,0.111125334,28.97356828,0.4186997,0.017686494,1,
20141112,MW1041-28,C4,12,Cocaine,0.3,uM,ON_20141112_MW1041-28_12_00_001.h5,0.969932883,2.23125,0.022138316,93.820375,0.486125,25.2159375,16,16,47,14.89361702,0.207886804,27.50769671,17.98695652,0.057947564,81.74468085,0.499330066,0.013204493,1,
20141112,MW1041-28,C4,5,Cocaine,0.3,uM,ON_20141112_MW1041-28_05_00_001.h5,1.146459934,1.968,0.057618519,35.94875,0.55125,34.5285,5,4,15,8.333333333,0.145583333,4.637735146,59.40357143,0.037756004,16.6,0.050771743,0.00024268,1,
20141112,MW1041-28,C4,7,Cocaine,0.3,uM,ON_20141112_MW1041-28_07_00_001.h5,0.780668055,2.468,0.029478722,75.38066667,0.328933333,31.53633333,15,15,27,15.22222222,0.235558562,18.25239042,33.79038462,0.031216501,71.40740741,0.284832054,0.005439605,1,
20141112,MW1041-28,C4,9,Cocaine,0.3,uM,ON_20141112_MW1041-28_09_00_001.h5,1.535972768,2.9025,0.018913112,75.55725,0.4205,23.7951875,16,16,154,11.01298701,0.136385715,19.54968804,5.721568627,0.129524122,28.07792208,0.400995538,0.015011493,1,
20141112,MW1041-28,C5,12,Cocaine,1,uM,ON_20141112_MW1041-28_12_00_001.h5,1.280211406,2.5725,0.015488737,90.7635,0.379,24.357375,16,16,44,15.29545455,0.21397705,24.29617575,20.20116279,0.047884225,101.7954545,0.496696793,0.017113627,1,
20141112,MW1041-28,C5,5,Cocaine,1,uM,ON_20141112_MW1041-28_05_00_001.h5,0.587944452,0.591428571,0.03325288,39.14,0.44275,68.21125,7,4,13,9.692307692,0.151011905,7.938931298,69.86666667,0.049330247,24,0.067946551,0.000489252,1,
20141112,MW1041-28,C5,7,Cocaine,1,uM,ON_20141112_MW1041-28_07_00_001.h5,0.949446132,1.91625,0.026051864,70.00842857,0.504071429,30.68564286,16,14,23,15.73913043,0.28297274,17.45172616,38.08863636,0.028319845,103.7391304,0.282661996,0.007699704,1,
20141112,MW1041-28,C5,9,Cocaine,1,uM,ON_20141112_MW1041-28_09_00_001.h5,1.839097876,3.81,0.017983517,77.2530625,0.3701875,22.236875,16,16,265,9.516981132,0.112814486,25.89208171,3.367992424,0.080812229,25.8754717,0.416269813,0.017048513,1,
20141112,MW1041-28,C6,12,Cocaine,3,uM,ON_20141112_MW1041-28_12_00_001.h5,1.025483943,3.228,0.017323508,90.75746667,0.274133333,20.69553333,15,15,65,13.27692308,0.203938403,22.74631609,13.6640625,0.066556879,48.44615385,0.463096483,0.012485645,1,
20141112,MW1041-28,C6,5,Cocaine,3,uM,ON_20141112_MW1041-28_05_00_001.h5,0.457379917,1.216363636,0.047483048,60.18985714,0.318428571,70.87185714,11,7,15,10.53333333,0.163654762,6.242065171,62.23214286,0.042899502,19.66666667,0.061693035,4.91E-05,1,
20141112,MW1041-28,C6,7,Cocaine,3,uM,ON_20141112_MW1041-28_07_00_001.h5,0.847570951,2.13375,0.026986136,81.7880625,0.4160625,31.0703125,16,16,23,16,0.248152566,16.37853339,37.875,0.025242223,86.91304348,0.360255996,0.007001531,1,
20141112,MW1041-28,C6,9,Cocaine,3,uM,ON_20141112_MW1041-28_09_00_001.h5,1.428333841,2.56875,0.016664432,84.1119375,0.433,25.2340625,16,16,57,12.98245614,0.212689964,16.09782186,15.7,0.125854599,58.0877193,0.464891426,0.016513334,1,
20141112,MW1041-28,C7,12,Cocaine,10,uM,ON_20141112_MW1041-28_12_00_001.h5,1.485906344,4.35,0.016899242,85.4985625,0.2825625,18.36425,16,16,87,14.03448276,0.170114073,26.03636024,9.683139535,0.057715059,64.03448276,0.453086442,0.0162584,1,
20141112,MW1041-28,C7,5,Cocaine,10,uM,ON_20141112_MW1041-28_05_00_001.h5,0.767541235,1.78,0.052936411,40.7354,0.475,55.2428,9,5,15,11.26666667,0.108289202,4.348503741,63.16785714,0.030015428,18.6,0.059511819,8.25E-05,1,
20141112,MW1041-28,C7,7,Cocaine,10,uM,ON_20141112_MW1041-28_07_00_001.h5,0.764862471,1.67625,0.025388286,68.189,0.397333333,38.96846667,16,15,20,16,0.19975938,18.0406755,43.13421053,0.011309496,99.35,0.290036385,0.005797976,1,
20141112,MW1041-28,C7,9,Cocaine,10,uM,ON_20141112_MW1041-28_09_00_001.h5,1.835347875,4.3425,0.022109023,86.205875,0.4388125,16.004625,16,16,139,11.45323741,0.199346865,18.64240039,6.398188406,0.151568505,35.44604317,0.38309715,0.016052261,1,
20141112,MW1041-28,C8,12,Cocaine,30,uM,ON_20141112_MW1041-28_12_00_001.h5,1.081460929,4.18125,0.016993645,62.6420625,0.1538125,22.922875,16,16,178,12.20786517,0.126025471,34.90656906,4.943785311,0.047483534,30.53932584,0.329811943,0.009234388,1,
20141112,MW1041-28,C8,5,Cocaine,30,uM,ON_20141112_MW1041-28_05_00_001.h5,0.672231305,0.7575,0.056787513,45.22825,0.3855,41.91525,8,4,11,8.545454545,0.129967532,3.118671527,80.56,0.034125207,14,0.029747691,7.78E-05,1,
20141112,MW1041-28,C8,7,Cocaine,30,uM,ON_20141112_MW1041-28_07_00_001.h5,0.452857948,1.392857143,0.024855302,65.44109091,0.249818182,37.93881818,14,11,21,14.85714286,0.153229317,19.73070948,40.8225,0.017731949,54.42857143,0.253395056,0.002943721,1,
20141112,MW1041-28,C8,9,Cocaine,30,uM,ON_20141112_MW1041-28_09_00_001.h5,1.503542201,3.6525,0.019917914,84.20975,0.3765,19.3975,16,16,115,10.43478261,0.169995096,19.35245485,7.738596491,0.119310882,36.43478261,0.387175015,0.013754519,1,
20141112,MW1041-28,D1,12,Cytosine Arabinoside,0,uM,ON_20141112_MW1041-28_12_00_001.h5,3.302855149,10.20375,0.010354825,87.800875,0.1576875,6.0205625,16,16,209,15.63636364,0.14737622,41.4478249,4.250480769,0.062638349,94.32057416,0.635764556,0.042383577,1,
20141112,MW1041-28,D1,5,Cytosine Arabinoside,0,uM,ON_20141112_MW1041-28_05_00_001.h5,1.140293184,1.6875,0.09452371,35.70933333,0.789666667,24.101,8,3,0,NA,NA,0,NA,NA,NA,0.006000095,1.44E-05,1,
20141112,MW1041-28,D1,7,Cytosine Arabinoside,0,uM,ON_20141112_MW1041-28_07_00_001.h5,1.324002354,2.072,0.038460593,62.20128571,0.851857143,29.77064286,15,14,27,14.81481481,0.309912551,10.80491895,31.74038462,0.047997531,71.59259259,0.203204273,0.006480739,1,
20141112,MW1041-28,D1,9,Cytosine Arabinoside,0,uM,ON_20141112_MW1041-28_09_00_001.h5,2.708820408,4.57125,0.024615532,73.7963125,0.5899375,16.1960625,16,16,336,11.40178571,0.118266581,24.46483964,2.649104478,0.098219083,28.40178571,0.382076195,0.021586552,1,
20141112,MW1041-28,D2,12,Cytosine Arabinoside,0.03,uM,ON_20141112_MW1041-28_12_00_001.h5,1.367850505,3.9075,0.019369913,90.38675,0.3431875,19.8775625,16,16,86,13,0.237077889,21.70381276,10.39705882,0.089909946,49.70930233,0.4274664,0.014303471,1,
20141112,MW1041-28,D2,5,Cytosine Arabinoside,0.03,uM,ON_20141112_MW1041-28_05_00_001.h5,0.4175814,0.981818182,0.053858815,32.87457143,0.352428571,50.19414286,11,7,16,10.1875,0.152154018,6.115357887,49.61333333,0.034961114,16.5,0.043171777,0.000146045,1,
20141112,MW1041-28,D2,7,Cytosine Arabinoside,0.03,uM,ON_20141112_MW1041-28_07_00_001.h5,0.999446221,2.42625,0.031606553,69.883375,0.4679375,27.2158125,16,16,30,15.36666667,0.29638955,14.07031684,28.54137931,0.040246944,67.5,0.254992511,0.006769515,1,
20141112,MW1041-28,D2,9,Cytosine Arabinoside,0.03,uM,ON_20141112_MW1041-28_09_00_001.h5,2.376736956,4.87875,0.022647652,77.1171875,0.4931875,13.54925,16,16,249,12.81124498,0.138895437,20.4441198,3.57016129,0.116951693,28.10040161,0.41386363,0.020929745,1,
20141112,MW1041-28,D3,12,Cytosine Arabinoside,0.1,uM,ON_20141112_MW1041-28_12_00_001.h5,1.622434449,4.8975,0.033775395,72.289375,0.5140625,17.1226875,16,16,167,10.77245509,0.158517428,20.19004409,5.266566265,0.066936057,28.24550898,0.259161917,0.008605855,1,
20141112,MW1041-28,D3,5,Cytosine Arabinoside,0.1,uM,ON_20141112_MW1041-28_05_00_001.h5,1.086998814,2.417142857,0.084860486,35.24766667,0.81,28.81533333,7,3,0,NA,NA,0,NA,NA,NA,0.005373986,2.46E-05,1,
20141112,MW1041-28,D3,7,Cytosine Arabinoside,0.1,uM,ON_20141112_MW1041-28_07_00_001.h5,1.024149969,3.18,0.059949557,60.95084615,0.565307692,18.28153846,15,13,51,10.47058824,0.271470588,7.81137509,17.281,0.065755625,21.2745098,0.072725333,0.001761111,1,
20141112,MW1041-28,D3,9,Cytosine Arabinoside,0.1,uM,ON_20141112_MW1041-28_09_00_001.h5,1.636597804,4.185,0.041259464,68.8969375,0.59975,18.49375,16,16,153,12.05882353,0.155277457,19.87524929,5.811513158,0.108640156,30.61437908,0.225119407,0.007972947,1,
20141112,MW1041-28,D4,12,Cytosine Arabinoside,0.3,uM,ON_20141112_MW1041-28_12_00_001.h5,0.907113288,2.288,0.054310106,39.66858333,0.515833333,46.62841667,15,12,15,12.86666667,0.155064454,5.282865283,60.55714286,0.038618823,43.26666667,0.081294323,0.001184291,1,
20141112,MW1041-28,D4,5,Cytosine Arabinoside,0.3,uM,ON_20141112_MW1041-28_05_00_001.h5,1.114459502,1.17,0.116829091,18.365,0.918,25.058,2,1,0,NA,NA,0,NA,NA,NA,0.002815571,1.64E-06,1,
20141112,MW1041-28,D4,7,Cytosine Arabinoside,0.3,uM,ON_20141112_MW1041-28_07_00_001.h5,1.132628276,2.536363636,0.09480081,32.16633333,0.632833333,16.24033333,11,6,0,NA,NA,0,NA,NA,NA,0.005148584,4.23E-05,1,
20141112,MW1041-28,D4,9,Cytosine Arabinoside,0.3,uM,ON_20141112_MW1041-28_09_00_001.h5,1.312778245,1.975714286,0.075186565,35.47766667,0.876777778,31.35744444,14,9,9,11.22222222,0.199219068,1.547074404,83.1125,0.049691637,28.55555556,0.025080821,0.00039546,1,
20141112,MW1041-28,D5,12,Cytosine Arabinoside,1,uM,ON_20141112_MW1041-28_12_00_001.h5,0.438612164,0.63,0.056816977,22.9435,0.277,36.38,8,2,0,NA,NA,0,NA,NA,NA,0.002251609,2.60E-06,1,
20141112,MW1041-28,D5,5,Cytosine Arabinoside,1,uM,ON_20141112_MW1041-28_05_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D5,7,Cytosine Arabinoside,1,uM,ON_20141112_MW1041-28_07_00_001.h5,0.387222911,0.02,NA,0,NA,NA,6,0,0,NA,NA,0,NA,NA,NA,0.008790215,2.18E-05,1,
20141112,MW1041-28,D5,9,Cytosine Arabinoside,1,uM,ON_20141112_MW1041-28_09_00_001.h5,0.409666812,0.762,0.052091547,31.74966667,0.241333333,35.90966667,10,3,0,NA,NA,0,NA,NA,NA,0.005013447,8.44E-06,1,
20141112,MW1041-28,D6,12,Cytosine Arabinoside,3,uM,ON_20141112_MW1041-28_12_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D6,5,Cytosine Arabinoside,3,uM,ON_20141112_MW1041-28_05_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D6,7,Cytosine Arabinoside,3,uM,ON_20141112_MW1041-28_07_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D6,9,Cytosine Arabinoside,3,uM,ON_20141112_MW1041-28_09_00_001.h5,0.328889006,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D7,12,Cytosine Arabinoside,10,uM,ON_20141112_MW1041-28_12_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D7,5,Cytosine Arabinoside,10,uM,ON_20141112_MW1041-28_05_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D7,7,Cytosine Arabinoside,10,uM,ON_20141112_MW1041-28_07_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D7,9,Cytosine Arabinoside,10,uM,ON_20141112_MW1041-28_09_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D8,12,Cytosine Arabinoside,30,uM,ON_20141112_MW1041-28_12_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D8,5,Cytosine Arabinoside,30,uM,ON_20141112_MW1041-28_05_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D8,7,Cytosine Arabinoside,30,uM,ON_20141112_MW1041-28_07_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,D8,9,Cytosine Arabinoside,30,uM,ON_20141112_MW1041-28_09_00_001.h5,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,0,1,
20141112,MW1041-28,E1,12,DEHP,0,uM,ON_20141112_MW1041-28_12_00_001.h5,4.078482011,11.835,0.01019507,96.7165,0.1869375,4.917,16,16,188,15.87765957,0.173481682,37.17350587,4.718983957,0.0715553,116.1276596,0.688238528,0.053033691,1,
20141112,MW1041-28,E1,5,DEHP,0,uM,ON_20141112_MW1041-28_05_00_001.h5,0.965938977,2.625,0.063274311,54.4235,0.5281,32.2252,12,10,24,10.79166667,0.251024306,4.122340426,36.59782609,0.057192121,18.08333333,0.070333383,0.000630738,1,
20141112,MW1041-28,E1,7,DEHP,0,uM,ON_20141112_MW1041-28_07_00_001.h5,1.66423907,2.895,0.032157433,72.8669375,0.71225,21.2070625,16,16,33,15.63636364,0.342451543,11.76716044,26.6046875,0.083354599,85.45454545,0.275723902,0.010087368,1,
20141112,MW1041-28,E1,9,DEHP,0,uM,ON_20141112_MW1041-28_09_00_001.h5,3.997154199,9.54375,0.025218794,83.5129375,0.50125,7.3044375,16,16,320,13.709375,0.152078812,20.5615108,2.778369906,0.129239117,36.984375,0.404683191,0.029127311,1,
20141112,MW1041-28,E2,12,DEHP,0.03,uM,ON_20141112_MW1041-28_12_00_001.h5,1.679101252,4.335,0.018340392,93.6931875,0.3689375,13.8836875,16,16,77,15.42857143,0.204698629,25.91918607,11.26842105,0.062342265,81.38961039,0.513985307,0.020656437,1,
20141112,MW1041-28,E2,5,DEHP,0.03,uM,ON_20141112_MW1041-28_05_00_001.h5,0.438524443,1.213333333,0.048621091,53.80757143,0.333285714,46.18814286,9,7,14,8.571428571,0.175012755,6.191619963,57.02692308,0.045195192,16.57142857,0.088672554,0.000211541,1,
20141112,MW1041-28,E2,7,DEHP,0.03,uM,ON_20141112_MW1041-28_07_00_001.h5,0.989723982,2.745,0.030184963,74.41753333,0.4146,28.43273333,16,15,28,15.42857143,0.256436012,15.54167836,32.89259259,0.054384178,79.10714286,0.27492977,0.006609701,1,
20141112,MW1041-28,E2,9,DEHP,0.03,uM,ON_20141112_MW1041-28_09_00_001.h5,2.297500817,3.87375,0.023741744,74.4564375,0.598375,18.844375,16,16,316,11.36708861,0.113644592,22.95067102,2.817301587,0.098631044,24.02848101,0.391197654,0.019062593,1,
20141112,MW1041-28,E3,12,DEHP,0.1,uM,ON_20141112_MW1041-28_12_00_001.h5,1.520241744,3.87,0.014137496,87.11085714,0.260428571,15.52307143,14,14,63,13.9047619,0.183631614,23.39859045,13.55725806,0.061861359,71.14285714,0.499823422,0.016326462,1,
20141112,MW1041-28,E3,5,DEHP,0.1,uM,ON_20141112_MW1041-28_05_00_001.h5,0.164863339,0.465,0.03496791,47.30975,0.20275,89.8895,8,4,16,11,0.115396205,22.21471978,58.12,0.025667372,20.5625,0.127120782,0,1,
