"","DOP","Chemical","Dosage","Group_ID","Endpoint","value","date"
"1034","5","Glyphosate","10","1_T002604_5","firingRate_mean",0.27,2024223
"1035","7","Glyphosate","10","1_T002604_5","firingRate_mean",0.3,2024223
"1036","9","Glyphosate","10","1_T002604_5","firingRate_mean",0.33,2024223
"1037","12","Glyphosate","10","1_T002604_5","firingRate_mean",0.3,2024223
"1038","14","Glyphosate","10","1_T002604_5","firingRate_mean",0.38,2024223
"1039","16","Glyphosate","10","1_T002604_5","firingRate_mean",0.42,2024223
"1040","19","Glyphosate","10","1_T002604_5","firingRate_mean",0.44,2024223
"1041","21","Glyphosate","10","1_T002604_5","firingRate_mean",0.5,2024223
"1042","23","Glyphosate","10","1_T002604_5","firingRate_mean",0.56,2024223
"1043","26","Glyphosate","10","1_T002604_5","firingRate_mean",0.56,2024223
"1044","28","Glyphosate","10","1_T002604_5","firingRate_mean",0.52,2024223
"1045","2","Glyphosate","30","1_T002604_6","firingRate_mean",0.47,2024223
"1046","5","Glyphosate","30","1_T002604_6","firingRate_mean",0.25,2024223
"1047","7","Glyphosate","30","1_T002604_6","firingRate_mean",0.36,2024223
"1048","9","Glyphosate","30","1_T002604_6","firingRate_mean",0.4,2024223
"1049","12","Glyphosate","30","1_T002604_6","firingRate_mean",0.42,2024223
"1050","14","Glyphosate","30","1_T002604_6","firingRate_mean",0.44,2024223
"1051","16","Glyphosate","30","1_T002604_6","firingRate_mean",0.57,2024223
"1052","19","Glyphosate","30","1_T002604_6","firingRate_mean",0.64,2024223
"1053","21","Glyphosate","30","1_T002604_6","firingRate_mean",0.63,2024223
"1054","23","Glyphosate","30","1_T002604_6","firingRate_mean",0.77,2024223
"1055","26","Glyphosate","30","1_T002604_6","firingRate_mean",0.75,2024223
"1056","28","Glyphosate","30","1_T002604_6","firingRate_mean",0.53,2024223
"1057","2","Loperamide","1","1_T002604_7","firingRate_mean",0.28,2024223
"1058","5","Loperamide","1","1_T002604_7","firingRate_mean",0.31,2024223
"1059","7","Loperamide","1","1_T002604_7","firingRate_mean",0.27,2024223
"1060","9","Loperamide","1","1_T002604_7","firingRate_mean",0.23,2024223
"1061","12","Loperamide","1","1_T002604_7","firingRate_mean",0.37,2024223
"1062","14","Loperamide","1","1_T002604_7","firingRate_mean",NA,2024223
"1063","16","Loperamide","1","1_T002604_7","firingRate_mean",0.28,2024223
"1064","19","Loperamide","1","1_T002604_7","firingRate_mean",0.29,2024223
"1065","21","Loperamide","1","1_T002604_7","firingRate_mean",0.22,2024223
"1066","23","Loperamide","1","1_T002604_7","firingRate_mean",0.23,2024223
"1067","26","Loperamide","1","1_T002604_7","firingRate_mean",0.22,2024223
"1068","28","Loperamide","1","1_T002604_7","firingRate_mean",0.23,2024223
"1069","2","Loperamide","Control","1_T002604_8","firingRate_mean",0.68,2024223
"1070","5","Loperamide","Control","1_T002604_8","firingRate_mean",0.62,2024223
"1071","7","Loperamide","Control","1_T002604_8","firingRate_mean",0.61,2024223
"1072","9","Loperamide","Control","1_T002604_8","firingRate_mean",0.7,2024223
"1073","12","Loperamide","Control","1_T002604_8","firingRate_mean",0.39,2024223
"1074","14","Loperamide","Control","1_T002604_8","firingRate_mean",0.35,2024223
"1075","16","Loperamide","Control","1_T002604_8","firingRate_mean",0.34,2024223
"1076","19","Loperamide","Control","1_T002604_8","firingRate_mean",0.43,2024223
"1077","21","Loperamide","Control","1_T002604_8","firingRate_mean",0.51,2024223
"1078","23","Loperamide","Control","1_T002604_8","firingRate_mean",0.47,2024223
"1079","26","Loperamide","Control","1_T002604_8","firingRate_mean",0.49,2024223
"1080","28","Loperamide","Control","1_T002604_8","firingRate_mean",0.33,2024223
"1081","2","Loperamide","3","1_T002604_9","firingRate_mean",0.23,2024223
"1082","5","Loperamide","3","1_T002604_9","firingRate_mean",0.16,2024223
"1083","7","Loperamide","3","1_T002604_9","firingRate_mean",0.17,2024223
"1084","9","Loperamide","3","1_T002604_9","firingRate_mean",0.15,2024223
"1085","12","Loperamide","3","1_T002604_9","firingRate_mean",0.14,2024223
"1086","14","Loperamide","3","1_T002604_9","firingRate_mean",0.26,2024223
"1087","16","Loperamide","3","1_T002604_9","firingRate_mean",0.14,2024223
"1088","19","Loperamide","3","1_T002604_9","firingRate_mean",0.14,2024223
"1089","21","Loperamide","3","1_T002604_9","firingRate_mean",0.15,2024223
"1090","23","Loperamide","3","1_T002604_9","firingRate_mean",NA,2024223
"1091","26","Loperamide","3","1_T002604_9","firingRate_mean",0.12,2024223
"1092","28","Loperamide","3","1_T002604_9","firingRate_mean",1.14,2024223
"1093","2","Dieldrin","1","1_T002604_13","firingRate_mean",0.34,2024223
"1094","5","Dieldrin","1","1_T002604_13","firingRate_mean",0.34,2024223
"1095","7","Dieldrin","1","1_T002604_13","firingRate_mean",0.34,2024223
"1096","9","Dieldrin","1","1_T002604_13","firingRate_mean",0.38,2024223
"1097","12","Dieldrin","1","1_T002604_13","firingRate_mean",0.41,2024223
"1098","14","Dieldrin","1","1_T002604_13","firingRate_mean",0.4,2024223
"1099","16","Dieldrin","1","1_T002604_13","firingRate_mean",0.44,2024223
"1100","19","Dieldrin","1","1_T002604_13","firingRate_mean",0.48,2024223
"1101","21","Dieldrin","1","1_T002604_13","firingRate_mean",0.52,2024223
"1102","23","Dieldrin","1","1_T002604_13","firingRate_mean",0.57,2024223
"1103","26","Dieldrin","1","1_T002604_13","firingRate_mean",0.57,2024223
"1104","28","Dieldrin","1","1_T002604_13","firingRate_mean",0.33,2024223
"1105","2","Dieldrin","Control","1_T002604_14","firingRate_mean",0.61,2024223
"1106","5","Dieldrin","Control","1_T002604_14","firingRate_mean",0.5,2024223
"1107","7","Dieldrin","Control","1_T002604_14","firingRate_mean",0.35,2024223
"1108","9","Dieldrin","Control","1_T002604_14","firingRate_mean",0.37,2024223
"1109","12","Dieldrin","Control","1_T002604_14","firingRate_mean",0.37,2024223
"1110","14","Dieldrin","Control","1_T002604_14","firingRate_mean",0.37,2024223
"1111","16","Dieldrin","Control","1_T002604_14","firingRate_mean",0.39,2024223
"1112","19","Dieldrin","Control","1_T002604_14","firingRate_mean",0.44,2024223
"1113","21","Dieldrin","Control","1_T002604_14","firingRate_mean",0.46,2024223
"1114","23","Dieldrin","Control","1_T002604_14","firingRate_mean",0.48,2024223
"1115","26","Dieldrin","Control","1_T002604_14","firingRate_mean",0.48,2024223
"1116","28","Dieldrin","Control","1_T002604_14","firingRate_mean",0.37,2024223
"1117","2","Dieldrin","3","1_T002604_15","firingRate_mean",0.57,2024223
"1118","5","Dieldrin","3","1_T002604_15","firingRate_mean",0.41,2024223
"1119","7","Dieldrin","3","1_T002604_15","firingRate_mean",0.33,2024223
"1120","9","Dieldrin","3","1_T002604_15","firingRate_mean",0.34,2024223
"1121","12","Dieldrin","3","1_T002604_15","firingRate_mean",0.4,2024223
"1122","14","Dieldrin","3","1_T002604_15","firingRate_mean",0.39,2024223
"1123","16","Dieldrin","3","1_T002604_15","firingRate_mean",0.51,2024223
"1124","19","Dieldrin","3","1_T002604_15","firingRate_mean",0.6,2024223
"1125","21","Dieldrin","3","1_T002604_15","firingRate_mean",0.66,2024223
"1126","23","Dieldrin","3","1_T002604_15","firingRate_mean",0.68,2024223
"1127","26","Dieldrin","3","1_T002604_15","firingRate_mean",0.69,2024223
"1128","28","Dieldrin","3","1_T002604_15","firingRate_mean",0.32,2024223
"1129","2","Dieldrin","10","1_T002604_16","firingRate_mean",0.45,2024223
"1130","5","Dieldrin","10","1_T002604_16","firingRate_mean",0.37,2024223
"1131","7","Dieldrin","10","1_T002604_16","firingRate_mean",0.37,2024223
"1132","9","Dieldrin","10","1_T002604_16","firingRate_mean",0.36,2024223
"1133","12","Dieldrin","10","1_T002604_16","firingRate_mean",0.39,2024223
"1134","14","Dieldrin","10","1_T002604_16","firingRate_mean",0.37,2024223
"1135","16","Dieldrin","10","1_T002604_16","firingRate_mean",0.44,2024223
"1136","19","Dieldrin","10","1_T002604_16","firingRate_mean",0.53,2024223
"1137","21","Dieldrin","10","1_T002604_16","firingRate_mean",0.54,2024223
"1138","23","Dieldrin","10","1_T002604_16","firingRate_mean",0.56,2024223
"1139","26","Dieldrin","10","1_T002604_16","firingRate_mean",0.56,2024223
"1140","28","Dieldrin","10","1_T002604_16","firingRate_mean",0.41,2024223
"1141","2","Dieldrin","30","1_T002604_17","firingRate_mean",0.22,2024223
"1142","5","Dieldrin","30","1_T002604_17","firingRate_mean",0.28,2024223
"1143","7","Dieldrin","30","1_T002604_17","firingRate_mean",0.14,2024223
"1144","9","Dieldrin","30","1_T002604_17","firingRate_mean",0.2,2024223
"1145","12","Dieldrin","30","1_T002604_17","firingRate_mean",0.19,2024223
"1146","14","Dieldrin","30","1_T002604_17","firingRate_mean",0.16,2024223
"1147","16","Dieldrin","30","1_T002604_17","firingRate_mean",0.13,2024223
"1148","19","Dieldrin","30","1_T002604_17","firingRate_mean",0.24,2024223
"1149","21","Dieldrin","30","1_T002604_17","firingRate_mean",0.13,2024223
"1150","23","Dieldrin","30","1_T002604_17","firingRate_mean",0.14,2024223
"1151","26","Dieldrin","30","1_T002604_17","firingRate_mean",0.16,2024223
"1152","28","Dieldrin","30","1_T002604_17","firingRate_mean",0.4,2024223
"1153","2","Dieldrin","100","1_T002604_18","firingRate_mean",0.79,2024223
"1154","5","Dieldrin","100","1_T002604_18","firingRate_mean",2.38,2024223
"1155","7","Dieldrin","100","1_T002604_18","firingRate_mean",2.56,2024223
"1156","9","Dieldrin","100","1_T002604_18","firingRate_mean",2.3,2024223
"1157","12","Dieldrin","100","1_T002604_18","firingRate_mean",2.4,2024223
"1158","14","Dieldrin","100","1_T002604_18","firingRate_mean",4.13,2024223
"1159","16","Dieldrin","100","1_T002604_18","firingRate_mean",2.22,2024223
"1160","19","Dieldrin","100","1_T002604_18","firingRate_mean",2.08,2024223
"1161","21","Dieldrin","100","1_T002604_18","firingRate_mean",2.06,2024223
"1162","23","Dieldrin","100","1_T002604_18","firingRate_mean",1.59,2024223
"1163","26","Dieldrin","100","1_T002604_18","firingRate_mean",1.47,2024223
"1164","28","Dieldrin","100","1_T002604_18","firingRate_mean",0.69,2024223
"1165","2","Deltamethrin","1","1_T002604_19","firingRate_mean",0.39,2024223
"1166","5","Deltamethrin","1","1_T002604_19","firingRate_mean",0.44,2024223
"1167","7","Deltamethrin","1","1_T002604_19","firingRate_mean",0.5,2024223
"1168","9","Deltamethrin","1","1_T002604_19","firingRate_mean",0.45,2024223
"1169","12","Deltamethrin","1","1_T002604_19","firingRate_mean",0.52,2024223
"1170","14","Deltamethrin","1","1_T002604_19","firingRate_mean",0.58,2024223
"1171","16","Deltamethrin","1","1_T002604_19","firingRate_mean",0.71,2024223
"1172","19","Deltamethrin","1","1_T002604_19","firingRate_mean",0.81,2024223
"1173","21","Deltamethrin","1","1_T002604_19","firingRate_mean",0.78,2024223
"1174","23","Deltamethrin","1","1_T002604_19","firingRate_mean",0.76,2024223
"1175","26","Deltamethrin","1","1_T002604_19","firingRate_mean",0.73,2024223
"1176","28","Deltamethrin","1","1_T002604_19","firingRate_mean",0.35,2024223
"1177","2","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.3,2024223
"1178","5","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.29,2024223
"1179","7","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.33,2024223
"1180","9","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.46,2024223
"1181","12","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.36,2024223
"1182","14","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.4,2024223
"1183","16","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.49,2024223
"1184","19","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.53,2024223
"1185","21","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.56,2024223
"1186","23","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.68,2024223
"1187","26","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.71,2024223
"1188","28","Deltamethrin","Control","1_T002604_20","firingRate_mean",0.5,2024223
"1189","2","Deltamethrin","3","1_T002604_21","firingRate_mean",0.43,2024223
"1190","5","Deltamethrin","3","1_T002604_21","firingRate_mean",0.28,2024223
"1191","7","Deltamethrin","3","1_T002604_21","firingRate_mean",0.34,2024223
"1192","9","Deltamethrin","3","1_T002604_21","firingRate_mean",0.36,2024223
"1193","12","Deltamethrin","3","1_T002604_21","firingRate_mean",0.42,2024223
"1194","14","Deltamethrin","3","1_T002604_21","firingRate_mean",0.52,2024223
"1195","16","Deltamethrin","3","1_T002604_21","firingRate_mean",0.67,2024223
"1196","19","Deltamethrin","3","1_T002604_21","firingRate_mean",0.75,2024223
"1197","21","Deltamethrin","3","1_T002604_21","firingRate_mean",0.79,2024223
"1198","23","Deltamethrin","3","1_T002604_21","firingRate_mean",0.86,2024223
"1199","26","Deltamethrin","3","1_T002604_21","firingRate_mean",0.82,2024223
"1200","28","Deltamethrin","3","1_T002604_21","firingRate_mean",0.45,2024223
"1201","2","Deltamethrin","10","1_T002604_22","firingRate_mean",0.39,2024223
"1202","5","Deltamethrin","10","1_T002604_22","firingRate_mean",0.22,2024223
"1203","7","Deltamethrin","10","1_T002604_22","firingRate_mean",0.24,2024223
"1204","9","Deltamethrin","10","1_T002604_22","firingRate_mean",0.25,2024223
"1205","12","Deltamethrin","10","1_T002604_22","firingRate_mean",0.23,2024223
"1206","14","Deltamethrin","10","1_T002604_22","firingRate_mean",0.2,2024223
"1207","16","Deltamethrin","10","1_T002604_22","firingRate_mean",0.27,2024223
"1208","19","Deltamethrin","10","1_T002604_22","firingRate_mean",0.25,2024223
"1209","21","Deltamethrin","10","1_T002604_22","firingRate_mean",0.23,2024223
"1210","23","Deltamethrin","10","1_T002604_22","firingRate_mean",0.25,2024223
"1211","26","Deltamethrin","10","1_T002604_22","firingRate_mean",0.27,2024223
"1212","28","Deltamethrin","10","1_T002604_22","firingRate_mean",0.3,2024223
"1213","2","Deltamethrin","30","1_T002604_23","firingRate_mean",0.31,2024223
"1214","5","Deltamethrin","30","1_T002604_23","firingRate_mean",0.19,2024223
"1215","7","Deltamethrin","30","1_T002604_23","firingRate_mean",0.13,2024223
"1216","9","Deltamethrin","30","1_T002604_23","firingRate_mean",0.18,2024223
"1217","12","Deltamethrin","30","1_T002604_23","firingRate_mean",0.2,2024223
"1218","14","Deltamethrin","30","1_T002604_23","firingRate_mean",0.21,2024223
"1219","16","Deltamethrin","30","1_T002604_23","firingRate_mean",0.2,2024223
"1220","19","Deltamethrin","30","1_T002604_23","firingRate_mean",0.18,2024223
"1221","21","Deltamethrin","30","1_T002604_23","firingRate_mean",0.18,2024223
"1222","23","Deltamethrin","30","1_T002604_23","firingRate_mean",0.13,2024223
"1223","26","Deltamethrin","30","1_T002604_23","firingRate_mean",0.12,2024223
"1224","28","Deltamethrin","30","1_T002604_23","firingRate_mean",0.33,2024223
"1225","2","Deltamethrin","100","1_T002604_24","firingRate_mean",0.61,2024223
"1226","5","Deltamethrin","100","1_T002604_24","firingRate_mean",0.53,2024223
"1227","7","Deltamethrin","100","1_T002604_24","firingRate_mean",0.52,2024223
"1228","9","Deltamethrin","100","1_T002604_24","firingRate_mean",0.56,2024223
"1229","12","Deltamethrin","100","1_T002604_24","firingRate_mean",0.51,2024223
"1230","14","Deltamethrin","100","1_T002604_24","firingRate_mean",0.57,2024223
"1231","16","Deltamethrin","100","1_T002604_24","firingRate_mean",0.56,2024223
"1232","19","Deltamethrin","100","1_T002604_24","firingRate_mean",0.53,2024223
"1233","21","Deltamethrin","100","1_T002604_24","firingRate_mean",0.61,2024223
"1234","23","Deltamethrin","100","1_T002604_24","firingRate_mean",0.63,2024223
"1235","26","Deltamethrin","100","1_T002604_24","firingRate_mean",0.59,2024223
"1236","28","Deltamethrin","100","1_T002604_24","firingRate_mean",0.34,2024223
"1237","2","Dieldrin","1","1_T002516_1","firingRate_mean",0.63,2024224
"1238","5","Dieldrin","1","1_T002516_1","firingRate_mean",0.48,2024224
"1239","7","Dieldrin","1","1_T002516_1","firingRate_mean",0.5,2024224
"1240","9","Dieldrin","1","1_T002516_1","firingRate_mean",0.49,2024224
"1241","12","Dieldrin","1","1_T002516_1","firingRate_mean",0.46,2024224
"1242","14","Dieldrin","1","1_T002516_1","firingRate_mean",0.44,2024224
"1243","16","Dieldrin","1","1_T002516_1","firingRate_mean",0.44,2024224
"1244","19","Dieldrin","1","1_T002516_1","firingRate_mean",0.49,2024224
"1245","21","Dieldrin","1","1_T002516_1","firingRate_mean",0.5,2024224
"1246","23","Dieldrin","1","1_T002516_1","firingRate_mean",0.55,2024224
"1247","26","Dieldrin","1","1_T002516_1","firingRate_mean",0.44,2024224
"1248","28","Dieldrin","1","1_T002516_1","firingRate_mean",0.35,2024224
"1249","2","Dieldrin","Control","1_T002516_2","firingRate_mean",0.76,2024224
"1250","5","Dieldrin","Control","1_T002516_2","firingRate_mean",0.54,2024224
"1251","7","Dieldrin","Control","1_T002516_2","firingRate_mean",0.56,2024224
"1252","9","Dieldrin","Control","1_T002516_2","firingRate_mean",0.49,2024224
"1253","12","Dieldrin","Control","1_T002516_2","firingRate_mean",0.41,2024224
"1254","14","Dieldrin","Control","1_T002516_2","firingRate_mean",0.37,2024224
"1255","16","Dieldrin","Control","1_T002516_2","firingRate_mean",0.41,2024224
"1256","19","Dieldrin","Control","1_T002516_2","firingRate_mean",0.42,2024224
"1257","21","Dieldrin","Control","1_T002516_2","firingRate_mean",0.49,2024224
"1258","23","Dieldrin","Control","1_T002516_2","firingRate_mean",0.56,2024224
"1259","26","Dieldrin","Control","1_T002516_2","firingRate_mean",0.53,2024224
"1260","28","Dieldrin","Control","1_T002516_2","firingRate_mean",0.41,2024224
"1261","2","Dieldrin","3","1_T002516_3","firingRate_mean",0.38,2024224
"1262","5","Dieldrin","3","1_T002516_3","firingRate_mean",0.4,2024224
"1263","7","Dieldrin","3","1_T002516_3","firingRate_mean",0.37,2024224
"1264","9","Dieldrin","3","1_T002516_3","firingRate_mean",0.35,2024224
"1265","12","Dieldrin","3","1_T002516_3","firingRate_mean",0.32,2024224
"1266","14","Dieldrin","3","1_T002516_3","firingRate_mean",0.33,2024224
"1267","16","Dieldrin","3","1_T002516_3","firingRate_mean",0.34,2024224
"1268","19","Dieldrin","3","1_T002516_3","firingRate_mean",0.38,2024224
"1269","21","Dieldrin","3","1_T002516_3","firingRate_mean",0.38,2024224
"1270","23","Dieldrin","3","1_T002516_3","firingRate_mean",0.44,2024224
"1271","26","Dieldrin","3","1_T002516_3","firingRate_mean",0.46,2024224
"1272","28","Dieldrin","3","1_T002516_3","firingRate_mean",0.38,2024224
"1273","2","Dieldrin","10","1_T002516_4","firingRate_mean",0.38,2024224
"1274","5","Dieldrin","10","1_T002516_4","firingRate_mean",0.43,2024224
"1275","7","Dieldrin","10","1_T002516_4","firingRate_mean",0.39,2024224
"1276","9","Dieldrin","10","1_T002516_4","firingRate_mean",0.38,2024224
"1277","12","Dieldrin","10","1_T002516_4","firingRate_mean",0.38,2024224
"1278","14","Dieldrin","10","1_T002516_4","firingRate_mean",0.39,2024224
"1279","16","Dieldrin","10","1_T002516_4","firingRate_mean",0.47,2024224
"1280","19","Dieldrin","10","1_T002516_4","firingRate_mean",0.49,2024224
"1281","21","Dieldrin","10","1_T002516_4","firingRate_mean",0.44,2024224
"1282","23","Dieldrin","10","1_T002516_4","firingRate_mean",0.39,2024224
"1283","26","Dieldrin","10","1_T002516_4","firingRate_mean",0.4,2024224
"1284","28","Dieldrin","10","1_T002516_4","firingRate_mean",0.27,2024224
"1285","2","Dieldrin","30","1_T002516_5","firingRate_mean",0.41,2024224
"1286","5","Dieldrin","30","1_T002516_5","firingRate_mean",0.34,2024224
"1287","7","Dieldrin","30","1_T002516_5","firingRate_mean",0.19,2024224
"1288","9","Dieldrin","30","1_T002516_5","firingRate_mean",0.21,2024224
"1289","12","Dieldrin","30","1_T002516_5","firingRate_mean",0.26,2024224
"1290","14","Dieldrin","30","1_T002516_5","firingRate_mean",0.12,2024224
"1291","16","Dieldrin","30","1_T002516_5","firingRate_mean",0.12,2024224
"1292","19","Dieldrin","30","1_T002516_5","firingRate_mean",0.16,2024224
"1293","21","Dieldrin","30","1_T002516_5","firingRate_mean",NA,2024224
"1294","23","Dieldrin","30","1_T002516_5","firingRate_mean",NA,2024224
"1295","26","Dieldrin","30","1_T002516_5","firingRate_mean",0.18,2024224
"1296","28","Dieldrin","30","1_T002516_5","firingRate_mean",NA,2024224
"1297","2","Dieldrin","100","1_T002516_6","firingRate_mean",0.38,2024224
"1298","5","Dieldrin","100","1_T002516_6","firingRate_mean",0.13,2024224
"1299","7","Dieldrin","100","1_T002516_6","firingRate_mean",0.15,2024224
"1300","9","Dieldrin","100","1_T002516_6","firingRate_mean",NA,2024224
"1301","12","Dieldrin","100","1_T002516_6","firingRate_mean",NA,2024224
"1302","14","Dieldrin","100","1_T002516_6","firingRate_mean",NA,2024224
"1303","16","Dieldrin","100","1_T002516_6","firingRate_mean",NA,2024224
"1304","19","Dieldrin","100","1_T002516_6","firingRate_mean",NA,2024224
"1305","21","Dieldrin","100","1_T002516_6","firingRate_mean",NA,2024224
"1306","23","Dieldrin","100","1_T002516_6","firingRate_mean",NA,2024224
"1307","26","Dieldrin","100","1_T002516_6","firingRate_mean",NA,2024224
"1308","28","Dieldrin","100","1_T002516_6","firingRate_mean",NA,2024224
"1309","2","Deltamethrin","1","1_T002516_7","firingRate_mean",0.56,2024224
"1310","5","Deltamethrin","1","1_T002516_7","firingRate_mean",0.38,2024224
"1311","7","Deltamethrin","1","1_T002516_7","firingRate_mean",0.42,2024224
"1312","9","Deltamethrin","1","1_T002516_7","firingRate_mean",0.36,2024224
"1313","12","Deltamethrin","1","1_T002516_7","firingRate_mean",0.4,2024224
"1314","14","Deltamethrin","1","1_T002516_7","firingRate_mean",0.36,2024224
"1315","16","Deltamethrin","1","1_T002516_7","firingRate_mean",0.41,2024224
"1316","19","Deltamethrin","1","1_T002516_7","firingRate_mean",0.43,2024224
"1317","21","Deltamethrin","1","1_T002516_7","firingRate_mean",0.47,2024224
"1318","23","Deltamethrin","1","1_T002516_7","firingRate_mean",0.55,2024224
"1319","26","Deltamethrin","1","1_T002516_7","firingRate_mean",0.66,2024224
"1320","28","Deltamethrin","1","1_T002516_7","firingRate_mean",0.38,2024224
"1321","2","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.23,2024224
"1322","5","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.27,2024224
"1323","7","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.32,2024224
"1324","9","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.28,2024224
"1325","12","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.32,2024224
"1326","14","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.29,2024224
"1327","16","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.35,2024224
"1328","19","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.38,2024224
"1329","21","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.47,2024224
"1330","23","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.51,2024224
"1331","26","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.63,2024224
"1332","28","Deltamethrin","Control","1_T002516_8","firingRate_mean",0.38,2024224
"1333","2","Deltamethrin","3","1_T002516_9","firingRate_mean",0.41,2024224
"1334","5","Deltamethrin","3","1_T002516_9","firingRate_mean",0.3,2024224
"1335","7","Deltamethrin","3","1_T002516_9","firingRate_mean",0.23,2024224
"1336","9","Deltamethrin","3","1_T002516_9","firingRate_mean",0.27,2024224
"1337","12","Deltamethrin","3","1_T002516_9","firingRate_mean",0.3,2024224
"1338","14","Deltamethrin","3","1_T002516_9","firingRate_mean",0.29,2024224
"1339","16","Deltamethrin","3","1_T002516_9","firingRate_mean",0.3,2024224
"1340","19","Deltamethrin","3","1_T002516_9","firingRate_mean",0.25,2024224
"1341","21","Deltamethrin","3","1_T002516_9","firingRate_mean",0.29,2024224
"1342","23","Deltamethrin","3","1_T002516_9","firingRate_mean",0.33,2024224
"1343","26","Deltamethrin","3","1_T002516_9","firingRate_mean",0.36,2024224
"1344","28","Deltamethrin","3","1_T002516_9","firingRate_mean",0.23,2024224
"1345","2","Deltamethrin","10","1_T002516_10","firingRate_mean",0.29,2024224
"1346","5","Deltamethrin","10","1_T002516_10","firingRate_mean",0.2,2024224
"1347","7","Deltamethrin","10","1_T002516_10","firingRate_mean",0.2,2024224
"1348","9","Deltamethrin","10","1_T002516_10","firingRate_mean",0.19,2024224
"1349","12","Deltamethrin","10","1_T002516_10","firingRate_mean",0.2,2024224
"1350","14","Deltamethrin","10","1_T002516_10","firingRate_mean",0.19,2024224
"1351","16","Deltamethrin","10","1_T002516_10","firingRate_mean",0.21,2024224
"1352","19","Deltamethrin","10","1_T002516_10","firingRate_mean",0.19,2024224
"1353","21","Deltamethrin","10","1_T002516_10","firingRate_mean",0.22,2024224
"1354","23","Deltamethrin","10","1_T002516_10","firingRate_mean",0.17,2024224
"1355","26","Deltamethrin","10","1_T002516_10","firingRate_mean",0.53,2024224
"1356","28","Deltamethrin","10","1_T002516_10","firingRate_mean",0.34,2024224
"1357","2","Deltamethrin","30","1_T002516_11","firingRate_mean",1.24,2024224
"1358","5","Deltamethrin","30","1_T002516_11","firingRate_mean",1.93,2024224
"1359","7","Deltamethrin","30","1_T002516_11","firingRate_mean",2.47,2024224
"1360","9","Deltamethrin","30","1_T002516_11","firingRate_mean",3.44,2024224
"1361","12","Deltamethrin","30","1_T002516_11","firingRate_mean",2.71,2024224
"1362","14","Deltamethrin","30","1_T002516_11","firingRate_mean",5.64,2024224
"1363","16","Deltamethrin","30","1_T002516_11","firingRate_mean",4.22,2024224
"1364","19","Deltamethrin","30","1_T002516_11","firingRate_mean",3.61,2024224
"1365","21","Deltamethrin","30","1_T002516_11","firingRate_mean",0.32,2024224
"1366","23","Deltamethrin","30","1_T002516_11","firingRate_mean",4.67,2024224
"1367","26","Deltamethrin","30","1_T002516_11","firingRate_mean",0.36,2024224
"1368","28","Deltamethrin","30","1_T002516_11","firingRate_mean",0.44,2024224
"1369","2","Deltamethrin","100","1_T002516_12","firingRate_mean",0.59,2024224
"1370","5","Deltamethrin","100","1_T002516_12","firingRate_mean",1.16,2024224
"1371","7","Deltamethrin","100","1_T002516_12","firingRate_mean",1.13,2024224
"1372","9","Deltamethrin","100","1_T002516_12","firingRate_mean",0.96,2024224
"1373","12","Deltamethrin","100","1_T002516_12","firingRate_mean",1.19,2024224
"1374","14","Deltamethrin","100","1_T002516_12","firingRate_mean",1.17,2024224
"1375","16","Deltamethrin","100","1_T002516_12","firingRate_mean",0.9,2024224
"1376","19","Deltamethrin","100","1_T002516_12","firingRate_mean",0.96,2024224
"1377","21","Deltamethrin","100","1_T002516_12","firingRate_mean",0.25,2024224
"1378","23","Deltamethrin","100","1_T002516_12","firingRate_mean",0.76,2024224
"1379","26","Deltamethrin","100","1_T002516_12","firingRate_mean",0.2,2024224
"1380","28","Deltamethrin","100","1_T002516_12","firingRate_mean",0.23,2024224
"1381","2","Glyphosate","0.3","1_T002516_13","firingRate_mean",0.44,2024223
"1382","5","Glyphosate","0.3","1_T002516_13","firingRate_mean",0.42,2024223
"1383","7","Glyphosate","0.3","1_T002516_13","firingRate_mean",0.32,2024223
"1384","9","Glyphosate","0.3","1_T002516_13","firingRate_mean",0.4,2024223
"1385","12","Glyphosate","0.3","1_T002516_13","firingRate_mean",0.39,2024223
"1386","14","Glyphosate","0.3","1_T002516_13","firingRate_mean",0.39,2024223
